,mip_table,variable_code,upload_size_GB,number_of_uploads,unique
2048,day,ua,246547.62364622485,253550.0,ua_day
2049,day,uas,7534.868993478827,17787.0,uas_day
2050,day,va,252849.67311719712,253546.0,va_day
2051,day,vas,44104.60624969937,224269.0,vas_day
2052,day,wap,184909.14402278326,160966.0,wap_day
2053,day,zg,132105.17847635038,177444.0,zg_day
2054,fx,areacella,1.640253241173923,37530.0,areacella_fx
2055,fx,areacellr,0.5780633185058832,8266.0,areacellr_fx
2056,fx,mrsofc,0.632283023558557,12082.0,mrsofc_fx
2057,fx,orog,4.395205937325954,39362.0,orog_fx
2058,fx,rootd,0.5805393168702722,11778.0,rootd_fx
2059,fx,sftgif,0.981531172990799,19298.0,sftgif_fx
2060,fx,sftlf,2.228413081727922,36082.0,sftlf_fx
2061,fx,zfull,81.94442917313427,10404.0,zfull_fx
